Film,Year,Script Type,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genre,Opening Weekend,Opening weekend ($million),Domestic Gross,Domestic gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Oscar Winners,Oscar Detail,Link,None,Distributor,IMDb Rating,IMDB vs RT disparity,Release Date (US),"financial source, if not The numbers"
The Strangers: Prey at Night,2018,sequel,38,48,43,36,54,-18,45,-2,,horror,10402271,10.4,24431472,24,0,155236,24586708,246,0.63%,5,491.73%,208.05%,,,https://www.amazon.com/Strangers-Prey-at-Night/dp/B07B8CYRZR/ref=sr_1_3?s=instant-video&ie=UTF8&qid=1546970777&sr=1-3&keywords=The+Strangers3A+Prey+at+Night,,,,,"March 9, 2018",
Thoroughbreds,2018,original screenplay,87,75,81,68,70,-2,69,12,,drama,1224430,1.2,2830775,3,0,0,2830775,28,0,5.4,52.42%,22.67%,,,https://www.amazon.com/Thoroughbreds-Olivia-Cooke/dp/B07B8FHHKR/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970766&sr=1-2&keywords=Thoroughbreds,,,,,"March 9, 2018",
Tomb Raider,2018,adaptation,51,48,50,58,64,-6,61,-12,,action,23633317,23.6,57421715,57,216,216100000,273521715,2735,79.01%,94,290.98%,25.14%,,,https://www.amazon.com/Tomb-Raider-Nick-Frost/dp/B07B7HNWZZ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970756&sr=1-2&keywords=Tomb+Raider,,,,,"March 16, 2018",
Traffik,2018,original screenplay,25,37,31,51,41,10,46,-15,,"thriller, suspense",3941338,3.9,9186156,9,0,316741,9502897,95,3.33%,4,237.57%,98.53%,,,https://www.amazon.com/Traffik-Paula-Patton/dp/B07DFLVD3X/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970712&sr=1-2&keywords=Traffik,,,,,"April 20, 2018",
Truth or Dare,2018,original screenplay,14,35,25,21,38,-17,30,-5,,"thriller, suspense",18667855,18.7,40717020,41,54,54118281,94835301,948,57.07%,3.5,2709.58%,533.37%,,,https://www.amazon.com/Blumhouses-Truth-Dare-Lucy-Hale/dp/B07CFKNJQP/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970700&sr=1-2&keywords=Truth+or+Dare,,,,,"April 13, 2018",
Tully,2018,original screenplay,87,75,81,75,76,-1,76,6,,comedy,3282610,3.3,9227130,9,6,6327027,15554157,156,40.68%,-,-,-,,,https://www.amazon.com/Tully-Charlize-Theron/dp/B07CRN142G/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970659&sr=1-2&keywords=Tully,,,,,"May 4, 2018",
Tyler Perry's Acrimony,2018,original screenplay,21,32,27,50,31,19,41,-14,,"thriller, suspense",17170707,17.2,43549096,44,3,2844416,46393512,464,6.13%,20,231.97%,85.85%,,,https://www.amazon.com/Tyler-Perrys-Acrimony-Taraji-Henson/dp/B07D7KD3R9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970649&sr=1-1&keywords=Tyler+Perry27s+Acrimony,,,,,"March 30, 2018",
Uncle Drew,2018,original screenplay,64,57,61,54,62,-8,58,3,,comedy,15242781,15.2,42313019,42,2,1874202,44187221,442,4.24%,18,245.48%,84.68%,,,https://www.amazon.com/Uncle-Drew-Kyrie-Irving/dp/B07G4MYNJF/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970638&sr=1-1&keywords=Uncle+Drew,,,,,"June 29, 2018",
Unfriended: Dark Web,2018,sequel,57,53,55,44,37,7,41,15,,horror,3653035,3.7,8783985,9,1,806870,9590855,96,8.41%,1,959.09%,365.30%,,,https://www.amazon.com/Unfriended-Dark-Web-Colin-Woodell/dp/B07HHH3HSL/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970629&sr=1-1&keywords=Unfriended3A+Dark+Web,,,,,"July 20, 2018",
Unsane,2018,original screenplay,79,63,71,57,64,-7,61,11,,"thriller, suspense",3762145,3.8,7690044,8,6,6490758,14180802,142,45.77%,1.5,945.39%,250.81%,,,https://www.amazon.com/Unsane-Claire-Foy/dp/B07BNYBCCR/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970613&sr=1-2&keywords=Unsane,,,,,"March 23, 2018",
Upgrade,2018,original screenplay,85,66,76,87,79,8,83,-8,,"thriller, suspense",4670905,4.7,11871365,12,0,0,11871365,119,0,4,296.78%,116.77%,,,https://www.amazon.com/Upgrade-Logan-Marshall-Green/dp/B07G7V98WZ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970603&sr=1-2&keywords=Upgrade,,,,,"June 1, 2018",
Venom,2018,adaptation,28,35,32,84,63,21,74,-42,,action,80255756,80.3,213371003,213,642,642132735,855503738,8555,75.06%,100,855.50%,80.26%,,,https://www.amazon.com/Venom-Michelle-Williams/dp/B07J2V85WZ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970591&sr=1-1&keywords=Venom,,,,,"October 5, 2018",
Vice,2018,based on a true story,62,61,62,54,62,-8,58,4,,drama,7768371,7.8,29796477,30,0,0,29796477,298,0.00%,60,-,-,,,https://www.amazon.com/Vice-Christian-Bale/dp/B07MNJ3JPP/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970580&sr=1-1&keywords=Vice,,,,,"December 25, 2018",
White Boy Rick,2018,based on a true story,60,59,60,53,65,-12,59,1,,"crime, drama",8860431,8.9,24011188,24,0,77801,24088989,241,0.32%,29,83.07%,30.55%,,,https://www.amazon.com/White-Boy-Rick-Matthew-McConaughey/dp/B07HMCWFBQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970569&sr=1-1&keywords=White+Boy+Rick,,,,,"September 14, 2018",
Widows,2018,adaptation,90,84,87,63,71,-8,67,20,,"crime, thriller",12361307,12.4,41990165,42,32,32231390,74221555,742,43.43%,42,176.72%,29.43%,,,https://www.amazon.com/Widows-Steve-McQueen/dp/B07KM4VT1Z/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970558&sr=1-1&keywords=Widows,,,,,"November 16, 2018",
Winchester,2018,original screenplay,14,28,21,35,43,-8,39,-18,,"thriller, suspense",9307626,9.3,25091816,25,0,0,25091816,251,0,3.5,716.91%,265.93%,,,https://www.amazon.com/Winchester-Helen-Mirren/dp/B079K17PWL/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970546&sr=1-2&keywords=Winchester,,,,,"February 2, 2018",
You Were Never Really Here,2018,adaptation,88,84,86,65,73,-8,69,17,,drama,132829,0.1,2523610,3,0,0,2523610,25,0,-,-,-,,,https://www.amazon.com/You-Were-Never-Really-Here/dp/B0797HXX16/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970535&sr=1-2&keywords=You+Were+Never+Really+Here,,,,,"April 6, 2018",
