Date,Land Class,Land Category,Commodity,Volume
12/01/2015,Federal,Onshore,Gas Prod Vol (mcf),284960802
12/01/2015,Federal,Offshore,Oil Prod Vol (bbl),50386866
12/01/2015,Federal,Offshore,Gas Prod Vol (mcf),112562559
12/01/2015,Native American,Onshore,Gas Prod Vol (mcf),27481984
12/01/2015,Native American,Onshore,Oil Prod Vol (bbl),5351062
12/01/2015,Native American,Onshore,Coal Prod Vol (tons),1228030
12/01/2015,Federal,Onshore,Oil Prod Vol (bbl),14284241
01/01/2016,Federal,Offshore,Gas Prod Vol (mcf),109568272
01/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50020253
01/01/2016,Federal,Onshore,Gas Prod Vol (mcf),279298255
01/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14389362
01/01/2016,Federal,Onshore,Coal Prod Vol (tons),22385252
01/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27398302
01/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5232575
01/01/2016,Native American,Onshore,Coal Prod Vol (tons),1216479
02/01/2016,Federal,Offshore,Oil Prod Vol (bbl),45501444
02/01/2016,Federal,Offshore,Gas Prod Vol (mcf),101488595
02/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25693967
02/01/2016,Federal,Onshore,Gas Prod Vol (mcf),263272062
02/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13866108
02/01/2016,Federal,Onshore,Coal Prod Vol (tons),21437741
02/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4803459
02/01/2016,Native American,Onshore,Coal Prod Vol (tons),1100191
03/01/2016,Federal,Offshore,Gas Prod Vol (mcf),111857668
03/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50565057
03/01/2016,Federal,Onshore,Coal Prod Vol (tons),20238449
03/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27639102
03/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5349241
03/01/2016,Native American,Onshore,Coal Prod Vol (tons),1349184
03/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14807562
03/01/2016,Federal,Onshore,Gas Prod Vol (mcf),284610839
04/01/2016,Federal,Onshore,Gas Prod Vol (mcf),271707695
04/01/2016,Federal,Offshore,Gas Prod Vol (mcf),102054082
04/01/2016,Federal,Offshore,Oil Prod Vol (bbl),47768910
04/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26358847
04/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4919413
04/01/2016,Native American,Onshore,Coal Prod Vol (tons),701080
04/01/2016,Federal,Onshore,Coal Prod Vol (tons),18209082
04/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14011529
05/01/2016,Federal,Offshore,Gas Prod Vol (mcf),111068152
05/01/2016,Federal,Onshore,Coal Prod Vol (tons),17466152
05/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14119699
05/01/2016,Federal,Onshore,Gas Prod Vol (mcf),273579951
05/01/2016,Native American,Onshore,Coal Prod Vol (tons),1022304
05/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4889853
05/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26878389
05/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50008267
06/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25491833
06/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4679025
06/01/2016,Native American,Onshore,Coal Prod Vol (tons),956567
06/01/2016,Federal,Onshore,Coal Prod Vol (tons),24182132
06/01/2016,Federal,Onshore,Gas Prod Vol (mcf),267977918
06/01/2016,Federal,Offshore,Gas Prod Vol (mcf),97958674
06/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13544868
06/01/2016,Federal,Offshore,Oil Prod Vol (bbl),47084486
07/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14066711
07/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26098423
07/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4935212
07/01/2016,Native American,Onshore,Coal Prod Vol (tons),976850
07/01/2016,Federal,Onshore,Coal Prod Vol (tons),23325633
07/01/2016,Federal,Onshore,Gas Prod Vol (mcf),262458986
07/01/2016,Federal,Offshore,Gas Prod Vol (mcf),103309659
07/01/2016,Federal,Offshore,Oil Prod Vol (bbl),49158798
08/01/2016,Federal,Offshore,Gas Prod Vol (mcf),106372472
08/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50732254
08/01/2016,Federal,Onshore,Coal Prod Vol (tons),29500444
08/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13870172
08/01/2016,Federal,Onshore,Gas Prod Vol (mcf),265864716
08/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26606714
08/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4793123
08/01/2016,Native American,Onshore,Coal Prod Vol (tons),1385942
09/01/2016,Federal,Onshore,Gas Prod Vol (mcf),269728863
09/01/2016,Federal,Offshore,Gas Prod Vol (mcf),98150292
09/01/2016,Federal,Offshore,Oil Prod Vol (bbl),45793968
09/01/2016,Native American,Onshore,Coal Prod Vol (tons),1093319
09/01/2016,Native American,Onshore,Oil Prod Vol (bbl),4712281
09/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26067270
09/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13377979
09/01/2016,Federal,Onshore,Coal Prod Vol (tons),27801819
10/01/2016,Federal,Offshore,Oil Prod Vol (bbl),50359060
10/01/2016,Federal,Onshore,Gas Prod Vol (mcf),282324355
10/01/2016,Federal,Onshore,Coal Prod Vol (tons),30281973
10/01/2016,Native American,Onshore,Coal Prod Vol (tons),1317886
10/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5430407
10/01/2016,Native American,Onshore,Gas Prod Vol (mcf),27002249
10/01/2016,Federal,Offshore,Gas Prod Vol (mcf),104778383
10/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14493566
11/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5026921
11/01/2016,Federal,Offshore,Oil Prod Vol (bbl),51136340
11/01/2016,Federal,Onshore,Coal Prod Vol (tons),29341898
11/01/2016,Federal,Onshore,Gas Prod Vol (mcf),270215476
11/01/2016,Federal,Offshore,Gas Prod Vol (mcf),102108663
11/01/2016,Federal,Onshore,Oil Prod Vol (bbl),13925016
11/01/2016,Native American,Onshore,Coal Prod Vol (tons),1334842
11/01/2016,Native American,Onshore,Gas Prod Vol (mcf),25670258
12/01/2016,Federal,Offshore,Gas Prod Vol (mcf),108062380
12/01/2016,Federal,Onshore,Coal Prod Vol (tons),27874498
12/01/2016,Federal,Onshore,Oil Prod Vol (bbl),14001531
12/01/2016,Native American,Onshore,Coal Prod Vol (tons),1275026
12/01/2016,Native American,Onshore,Oil Prod Vol (bbl),5215144
12/01/2016,Native American,Onshore,Gas Prod Vol (mcf),26053362
12/01/2016,Federal,Onshore,Gas Prod Vol (mcf),274373769
12/01/2016,Federal,Offshore,Oil Prod Vol (bbl),54384739
01/01/2017,Federal,Onshore,Coal Prod Vol (tons),30451363
01/01/2017,Federal,Onshore,Gas Prod Vol (mcf),269137745
01/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14047221
01/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5397755
01/01/2017,Native American,Onshore,Coal Prod Vol (tons),1386837
01/01/2017,Federal,Offshore,Gas Prod Vol (mcf),106371851
01/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25477366
01/01/2017,Federal,Offshore,Oil Prod Vol (bbl),54837583
02/01/2017,Native American,Onshore,Coal Prod Vol (tons),1270347
02/01/2017,Native American,Onshore,Gas Prod Vol (mcf),23225265
02/01/2017,Federal,Onshore,Coal Prod Vol (tons),26764551
02/01/2017,Federal,Onshore,Gas Prod Vol (mcf),245372377
02/01/2017,Federal,Onshore,Oil Prod Vol (bbl),13346339
02/01/2017,Federal,Offshore,Gas Prod Vol (mcf),93083146
02/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49591707
02/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5017856
03/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15186571
03/01/2017,Federal,Offshore,Gas Prod Vol (mcf),106321826
03/01/2017,Federal,Offshore,Oil Prod Vol (bbl),55557255
03/01/2017,Native American,Onshore,Coal Prod Vol (tons),994299
03/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5669901
03/01/2017,Native American,Onshore,Gas Prod Vol (mcf),26039782
03/01/2017,Federal,Onshore,Coal Prod Vol (tons),24856969
03/01/2017,Federal,Onshore,Gas Prod Vol (mcf),275722618
04/01/2017,Federal,Offshore,Oil Prod Vol (bbl),50490231
04/01/2017,Native American,Onshore,Coal Prod Vol (tons),1006718
04/01/2017,Federal,Onshore,Gas Prod Vol (mcf),267969428
04/01/2017,Federal,Onshore,Coal Prod Vol (tons),23773493
04/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5539528
04/01/2017,Native American,Onshore,Gas Prod Vol (mcf),25329982
04/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14710447
04/01/2017,Federal,Offshore,Gas Prod Vol (mcf),95311046
05/01/2017,Native American,Onshore,Coal Prod Vol (tons),1133016
05/01/2017,Federal,Onshore,Coal Prod Vol (tons),26338321
05/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15618791
05/01/2017,Federal,Onshore,Gas Prod Vol (mcf),271129519
05/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27005826
05/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5781476
05/01/2017,Federal,Offshore,Oil Prod Vol (bbl),52823361
05/01/2017,Federal,Offshore,Gas Prod Vol (mcf),99383215
06/01/2017,Native American,Onshore,Oil Prod Vol (bbl),5855495
06/01/2017,Native American,Onshore,Gas Prod Vol (mcf),26728869
06/01/2017,Federal,Onshore,Gas Prod Vol (mcf),264756557
06/01/2017,Federal,Onshore,Oil Prod Vol (bbl),14454418
06/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49430681
06/01/2017,Federal,Offshore,Gas Prod Vol (mcf),90631984
06/01/2017,Federal,Onshore,Coal Prod Vol (tons),26859514
06/01/2017,Native American,Onshore,Coal Prod Vol (tons),1211408
07/01/2017,Native American,Onshore,Coal Prod Vol (tons),920473
07/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27703401
07/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6039016
07/01/2017,Federal,Offshore,Oil Prod Vol (bbl),55000657
07/01/2017,Federal,Offshore,Gas Prod Vol (mcf),97838828
07/01/2017,Federal,Onshore,Coal Prod Vol (tons),29686410
07/01/2017,Federal,Onshore,Gas Prod Vol (mcf),272481056
07/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15257453
08/01/2017,Federal,Offshore,Gas Prod Vol (mcf),92785951
08/01/2017,Federal,Onshore,Gas Prod Vol (mcf),272019146
08/01/2017,Federal,Onshore,Oil Prod Vol (bbl),15814548
08/01/2017,Federal,Onshore,Coal Prod Vol (tons),30158575
08/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6437072
08/01/2017,Federal,Offshore,Oil Prod Vol (bbl),53913173
08/01/2017,Native American,Onshore,Gas Prod Vol (mcf),28415642
08/01/2017,Native American,Onshore,Coal Prod Vol (tons),1203341
09/01/2017,Native American,Onshore,Coal Prod Vol (tons),958857
09/01/2017,Federal,Offshore,Gas Prod Vol (mcf),88478806
09/01/2017,Federal,Offshore,Oil Prod Vol (bbl),51299174
09/01/2017,Federal,Onshore,Gas Prod Vol (mcf),268614578
09/01/2017,Federal,Onshore,Oil Prod Vol (bbl),16216823
09/01/2017,Federal,Onshore,Coal Prod Vol (tons),27217702
09/01/2017,Native American,Onshore,Gas Prod Vol (mcf),27611666
09/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6213656
10/01/2017,Native American,Onshore,Gas Prod Vol (mcf),29041767
10/01/2017,Native American,Onshore,Coal Prod Vol (tons),1123323
10/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6568875
10/01/2017,Federal,Onshore,Gas Prod Vol (mcf),278527637
10/01/2017,Federal,Onshore,Oil Prod Vol (bbl),17229443
10/01/2017,Federal,Onshore,Coal Prod Vol (tons),27484858
10/01/2017,Federal,Offshore,Oil Prod Vol (bbl),46471476
10/01/2017,Federal,Offshore,Gas Prod Vol (mcf),80366448
11/01/2017,Native American,Onshore,Coal Prod Vol (tons),1147396
11/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6561654
11/01/2017,Native American,Onshore,Gas Prod Vol (mcf),28897543
11/01/2017,Federal,Offshore,Gas Prod Vol (mcf),81784026
11/01/2017,Federal,Offshore,Oil Prod Vol (bbl),51449164
11/01/2017,Federal,Onshore,Coal Prod Vol (tons),26341943
11/01/2017,Federal,Onshore,Gas Prod Vol (mcf),272463430
11/01/2017,Federal,Onshore,Oil Prod Vol (bbl),16943733
12/01/2017,Federal,Offshore,Oil Prod Vol (bbl),49115809
12/01/2017,Federal,Onshore,Coal Prod Vol (tons),26144818
12/01/2017,Federal,Onshore,Oil Prod Vol (bbl),18019219
12/01/2017,Native American,Onshore,Oil Prod Vol (bbl),6759995
12/01/2017,Federal,Onshore,Gas Prod Vol (mcf),284098156
12/01/2017,Native American,Onshore,Gas Prod Vol (mcf),30529969
12/01/2017,Native American,Onshore,Coal Prod Vol (tons),1361183
12/01/2017,Federal,Offshore,Gas Prod Vol (mcf),78469532
01/01/2018,Native American,Onshore,Oil Prod Vol (bbl),6682335
01/01/2018,Federal,Offshore,Gas Prod Vol (mcf),79016526
01/01/2018,Federal,Offshore,Oil Prod Vol (bbl),51241840
01/01/2018,Federal,Onshore,Gas Prod Vol (mcf),281989826
01/01/2018,Federal,Onshore,Oil Prod Vol (bbl),17601346
01/01/2018,Federal,Onshore,Coal Prod Vol (tons),24632904
01/01/2018,Native American,Onshore,Gas Prod Vol (mcf),30918283
01/01/2018,Native American,Onshore,Coal Prod Vol (tons),1354891
02/01/2018,Federal,Onshore,Oil Prod Vol (bbl),16495157
02/01/2018,Native American,Onshore,Gas Prod Vol (mcf),27977572
02/01/2018,Native American,Onshore,Oil Prod Vol (bbl),5891908
02/01/2018,Native American,Onshore,Coal Prod Vol (tons),701497
02/01/2018,Federal,Offshore,Gas Prod Vol (mcf),74931970
02/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48387661
02/01/2018,Federal,Onshore,Coal Prod Vol (tons),25195995
02/01/2018,Federal,Onshore,Gas Prod Vol (mcf),255775337
03/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32322393
03/01/2018,Federal,Offshore,Oil Prod Vol (bbl),53328724
03/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18567795
03/01/2018,Federal,Onshore,Coal Prod Vol (tons),25653837
03/01/2018,Federal,Onshore,Gas Prod Vol (mcf),284292775
03/01/2018,Federal,Offshore,Gas Prod Vol (mcf),84070752
03/01/2018,Native American,Onshore,Coal Prod Vol (tons),827534
03/01/2018,Native American,Onshore,Oil Prod Vol (bbl),6969141
04/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18824707
04/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48560684
04/01/2018,Federal,Offshore,Gas Prod Vol (mcf),76396877
04/01/2018,Native American,Onshore,Coal Prod Vol (tons),815363
04/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7437054
04/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31452653
04/01/2018,Federal,Onshore,Gas Prod Vol (mcf),272589919
04/01/2018,Federal,Onshore,Coal Prod Vol (tons),22442433
05/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32578803
05/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7681953
05/01/2018,Native American,Onshore,Coal Prod Vol (tons),1223737
05/01/2018,Federal,Offshore,Oil Prod Vol (bbl),48110830
05/01/2018,Federal,Offshore,Gas Prod Vol (mcf),78906455
05/01/2018,Federal,Onshore,Gas Prod Vol (mcf),281813283
05/01/2018,Federal,Onshore,Coal Prod Vol (tons),22509973
05/01/2018,Federal,Onshore,Oil Prod Vol (bbl),19517804
06/01/2018,Federal,Offshore,Gas Prod Vol (mcf),79075861
06/01/2018,Federal,Onshore,Coal Prod Vol (tons),24851719
06/01/2018,Native American,Onshore,Coal Prod Vol (tons),1024930
06/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7212148
06/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31539867
06/01/2018,Federal,Onshore,Gas Prod Vol (mcf),269440689
06/01/2018,Federal,Offshore,Oil Prod Vol (bbl),50368222
06/01/2018,Federal,Onshore,Oil Prod Vol (bbl),18491086
07/01/2018,Federal,Offshore,Oil Prod Vol (bbl),58348394
07/01/2018,Federal,Offshore,Gas Prod Vol (mcf),92142415
07/01/2018,Federal,Onshore,Coal Prod Vol (tons),26629804
07/01/2018,Native American,Onshore,Coal Prod Vol (tons),1200779
07/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7246331
07/01/2018,Federal,Onshore,Gas Prod Vol (mcf),282027498
07/01/2018,Federal,Onshore,Oil Prod Vol (bbl),19487609
07/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32042452
08/01/2018,Federal,Offshore,Gas Prod Vol (mcf),98046470
08/01/2018,Federal,Offshore,Oil Prod Vol (bbl),61083179
08/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32295098
08/01/2018,Native American,Onshore,Coal Prod Vol (tons),1444528
08/01/2018,Federal,Onshore,Gas Prod Vol (mcf),283866251
08/01/2018,Federal,Onshore,Oil Prod Vol (bbl),20985907
08/01/2018,Federal,Onshore,Coal Prod Vol (tons),27555964
08/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7415818
09/01/2018,Native American,Onshore,Coal Prod Vol (tons),1182334
09/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31818295
09/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7567168
09/01/2018,Federal,Onshore,Coal Prod Vol (tons),29721951
09/01/2018,Federal,Onshore,Oil Prod Vol (bbl),21352246
09/01/2018,Federal,Onshore,Gas Prod Vol (mcf),276547144
09/01/2018,Federal,Offshore,Oil Prod Vol (bbl),54369621
09/01/2018,Federal,Offshore,Gas Prod Vol (mcf),88571158
10/01/2018,Federal,Onshore,Gas Prod Vol (mcf),290220467
10/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32776653
10/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7813372
10/01/2018,Federal,Offshore,Gas Prod Vol (mcf),86434020
10/01/2018,Federal,Offshore,Oil Prod Vol (bbl),54680103
10/01/2018,Native American,Onshore,Coal Prod Vol (tons),1252350
10/01/2018,Federal,Onshore,Coal Prod Vol (tons),26731949
10/01/2018,Federal,Onshore,Oil Prod Vol (bbl),23053382
11/01/2018,Federal,Offshore,Oil Prod Vol (bbl),58952571
11/01/2018,Federal,Offshore,Gas Prod Vol (mcf),90531688
11/01/2018,Federal,Onshore,Gas Prod Vol (mcf),278267817
11/01/2018,Federal,Onshore,Oil Prod Vol (bbl),21987278
11/01/2018,Federal,Onshore,Coal Prod Vol (tons),26932688
11/01/2018,Native American,Onshore,Coal Prod Vol (tons),1487964
11/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7801269
11/01/2018,Native American,Onshore,Gas Prod Vol (mcf),31535169
12/01/2018,Native American,Onshore,Oil Prod Vol (bbl),7951425
12/01/2018,Federal,Offshore,Gas Prod Vol (mcf),92327069
12/01/2018,Federal,Offshore,Oil Prod Vol (bbl),59996519
12/01/2018,Native American,Onshore,Gas Prod Vol (mcf),32581089
12/01/2018,Federal,Onshore,Gas Prod Vol (mcf),288785454
12/01/2018,Federal,Onshore,Oil Prod Vol (bbl),23210309
12/01/2018,Federal,Onshore,Coal Prod Vol (tons),28361627
12/01/2018,Native American,Onshore,Coal Prod Vol (tons),1368888
01/01/2019,Native American,Onshore,Gas Prod Vol (mcf),32400416
01/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281745794
01/01/2019,Federal,Offshore,Gas Prod Vol (mcf),94248782
01/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59870632
01/01/2019,Federal,Onshore,Coal Prod Vol (tons),28977593
01/01/2019,Federal,Onshore,Oil Prod Vol (bbl),23505668
01/01/2019,Native American,Onshore,Coal Prod Vol (tons),1150322
01/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8089675
02/01/2019,Native American,Onshore,Coal Prod Vol (tons),1113086
02/01/2019,Federal,Offshore,Oil Prod Vol (bbl),48945100
02/01/2019,Federal,Offshore,Gas Prod Vol (mcf),80429481
02/01/2019,Native American,Onshore,Gas Prod Vol (mcf),28684815
02/01/2019,Native American,Onshore,Oil Prod Vol (bbl),7171658
02/01/2019,Federal,Onshore,Coal Prod Vol (tons),22819653
02/01/2019,Federal,Onshore,Oil Prod Vol (bbl),21848989
02/01/2019,Federal,Onshore,Gas Prod Vol (mcf),257646175
03/01/2019,Federal,Onshore,Gas Prod Vol (mcf),287177365
03/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25059451
03/01/2019,Federal,Onshore,Coal Prod Vol (tons),18331999
03/01/2019,Federal,Offshore,Oil Prod Vol (bbl),60021434
03/01/2019,Federal,Offshore,Gas Prod Vol (mcf),96098613
03/01/2019,Native American,Onshore,Coal Prod Vol (tons),979629
03/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8412051
03/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33166597
04/01/2019,Federal,Onshore,Gas Prod Vol (mcf),278696569
04/01/2019,Native American,Onshore,Coal Prod Vol (tons),1556977
04/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8281396
04/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33532780
04/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91170607
04/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59304897
04/01/2019,Federal,Onshore,Coal Prod Vol (tons),25741411
04/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24275898
05/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8586412
05/01/2019,Federal,Offshore,Gas Prod Vol (mcf),91694238
05/01/2019,Federal,Onshore,Gas Prod Vol (mcf),289522322
05/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25628139
05/01/2019,Native American,Onshore,Gas Prod Vol (mcf),34081789
05/01/2019,Federal,Onshore,Coal Prod Vol (tons),24071406
05/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59781360
05/01/2019,Native American,Onshore,Coal Prod Vol (tons),1347300
06/01/2019,Native American,Onshore,Coal Prod Vol (tons),1002502
06/01/2019,Native American,Onshore,Oil Prod Vol (bbl),8765602
06/01/2019,Native American,Onshore,Gas Prod Vol (mcf),33833737
06/01/2019,Federal,Offshore,Gas Prod Vol (mcf),85301163
06/01/2019,Federal,Offshore,Oil Prod Vol (bbl),58116554
06/01/2019,Federal,Onshore,Coal Prod Vol (tons),22173626
06/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24692289
06/01/2019,Federal,Onshore,Gas Prod Vol (mcf),280947035
07/01/2019,Federal,Offshore,Gas Prod Vol (mcf),70626964
07/01/2019,Federal,Offshore,Oil Prod Vol (bbl),47896152
07/01/2019,Federal,Onshore,Coal Prod Vol (tons),24792370
07/01/2019,Federal,Onshore,Oil Prod Vol (bbl),24754465
07/01/2019,Federal,Onshore,Gas Prod Vol (mcf),274112684
07/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9339561
07/01/2019,Native American,Onshore,Coal Prod Vol (tons),906463
07/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35414409
08/01/2019,Federal,Onshore,Gas Prod Vol (mcf),281268280
08/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35623484
08/01/2019,Federal,Offshore,Gas Prod Vol (mcf),94278506
08/01/2019,Federal,Onshore,Coal Prod Vol (tons),27972989
08/01/2019,Federal,Offshore,Oil Prod Vol (bbl),63762478
08/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25291825
08/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9339965
08/01/2019,Native American,Onshore,Coal Prod Vol (tons),1341162
09/01/2019,Federal,Offshore,Gas Prod Vol (mcf),87655737
09/01/2019,Native American,Onshore,Coal Prod Vol (tons),847728
09/01/2019,Native American,Onshore,Oil Prod Vol (bbl),9427597
09/01/2019,Native American,Onshore,Gas Prod Vol (mcf),35469808
09/01/2019,Federal,Offshore,Oil Prod Vol (bbl),57909568
09/01/2019,Federal,Onshore,Gas Prod Vol (mcf),280976273
09/01/2019,Federal,Onshore,Oil Prod Vol (bbl),25431254
09/01/2019,Federal,Onshore,Coal Prod Vol (tons),25445787
10/01/2019,Native American,Onshore,Gas Prod Vol (mcf),37156234
10/01/2019,Native American,Onshore,Coal Prod Vol (tons),711302
10/01/2019,Federal,Offshore,Gas Prod Vol (mcf),89982339
10/01/2019,Federal,Offshore,Oil Prod Vol (bbl),59691422
10/01/2019,Federal,Onshore,Gas Prod Vol (mcf),293092034
10/01/2019,Federal,Onshore,Coal Prod Vol (tons),25341262
10/01/2019,Federal,Onshore,Oil Prod Vol (bbl),26718227
10/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10240411
11/01/2019,Native American,Onshore,Coal Prod Vol (tons),552751
11/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10141352
11/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36007996
11/01/2019,Federal,Offshore,Gas Prod Vol (mcf),87005783
11/01/2019,Federal,Offshore,Oil Prod Vol (bbl),60367084
11/01/2019,Federal,Onshore,Gas Prod Vol (mcf),285071015
11/01/2019,Federal,Onshore,Oil Prod Vol (bbl),26933117
11/01/2019,Federal,Onshore,Coal Prod Vol (tons),21889815
12/01/2019,Federal,Offshore,Oil Prod Vol (bbl),61766172
12/01/2019,Native American,Onshore,Gas Prod Vol (mcf),36202952
12/01/2019,Federal,Onshore,Gas Prod Vol (mcf),294659455
12/01/2019,Federal,Onshore,Oil Prod Vol (bbl),28267047
12/01/2019,Federal,Onshore,Coal Prod Vol (tons),23608717
12/01/2019,Native American,Onshore,Oil Prod Vol (bbl),10152217
12/01/2019,Native American,Onshore,Coal Prod Vol (tons),540830
12/01/2019,Federal,Offshore,Gas Prod Vol (mcf),90859410
01/01/2020,Native American,Onshore,Gas Prod Vol (mcf),34728474
01/01/2020,Native American,Onshore,Oil Prod Vol (bbl),9258460
01/01/2020,Native American,Onshore,Coal Prod Vol (tons),607705
01/01/2020,Federal,Offshore,Oil Prod Vol (bbl),62011110
01/01/2020,Federal,Offshore,Gas Prod Vol (mcf),89679645
01/01/2020,Federal,Onshore,Gas Prod Vol (mcf),293084155
01/01/2020,Federal,Onshore,Oil Prod Vol (bbl),28015853
01/01/2020,Federal,Onshore,Coal Prod Vol (tons),23240339
02/01/2020,Federal,Offshore,Oil Prod Vol (bbl),58208417
02/01/2020,Federal,Onshore,Oil Prod Vol (bbl),26943921
02/01/2020,Native American,Onshore,Coal Prod Vol (tons),466920
02/01/2020,Federal,Onshore,Coal Prod Vol (tons),19524985
02/01/2020,Native American,Onshore,Gas Prod Vol (mcf),33064147
02/01/2020,Native American,Onshore,Oil Prod Vol (bbl),8827406
02/01/2020,Federal,Offshore,Gas Prod Vol (mcf),84329674
02/01/2020,Federal,Onshore,Gas Prod Vol (mcf),269580878
03/01/2020,Federal,Onshore,Gas Prod Vol (mcf),287603062
03/01/2020,Federal,Onshore,Oil Prod Vol (bbl),30382935
03/01/2020,Federal,Onshore,Coal Prod Vol (tons),19661724
03/01/2020,Native American,Onshore,Coal Prod Vol (tons),569826
03/01/2020,Native American,Onshore,Oil Prod Vol (bbl),9160829
03/01/2020,Native American,Onshore,Gas Prod Vol (mcf),35135677
03/01/2020,Federal,Offshore,Oil Prod Vol (bbl),61655205
